policy_number,date_of_premium_payment,amount,start_date,end_date,line_of_business,reinsurance_premium,reinsurance_commission,commission
MTR/MVE/P/000009776_12700,2022-07-08,11047.81,2022-07-08,2022-11-30,Motor,0.0,0.0,0.0
BYO/MVE/P/000007505_12701,2022-06-01,11080.0,2022-06-01,2022-09-30,Motor,0.0,0.0,0.0
_HRE-POL-40154-RTA__12702,2022-02-11,11081.67,2022-02-11,2022-06-10,Motor,0.0,0.0,1108.17
BYO-POL-40105-MON_12709,2022-03-01,11200.0,2022-03-01,2023-02-28,Miscellaneous,0.0,0.0,2520.0
SETHA__MHLANGA_12710,2022-09-01,11200.0,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
HRE-POL-50086-LP_12713,2022-09-01,6699532.159,2022-09-01,2023-08-31,Guarantees,0.0,0.0,669955.6002
HRE-POL-50079587-LP_12714,2022-08-01,6710529.695,2022-08-01,2023-07-31,Guarantees,0.0,0.0,671052.3735
MTR-POL-41050-MCP_12715,2022-02-14,11263.34,2022-02-14,2022-06-13,Motor,0.0,0.0,0.0
BYO/MVE/P/000009890_12716,2022-07-05,11276.38,2022-07-05,2022-11-30,Motor,0.0,0.0,0.0
_MTR-POL-41070-DCO__12724,2022-03-21,11340.0,2022-03-21,2023-03-20,Property,0.0,0.0,0.0
_BYO-POL-4000827-MCP__12729,2022-02-11,11445.0,2022-02-11,2022-06-10,Motor,0.0,0.0,0.0
HRE-POL-21188-RTA_12734,2022-09-22,11541.67,2022-09-22,2023-01-21,Motor,0.0,0.0,1385.0
EVELYN_SIZIBA_12738,2022-12-01,11550.0,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
LUKA_MASTER_12739,2022-12-01,11550.0,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
BYO/MVE/P/000009496_12740,2022-03-01,11580.0,2022-03-01,2022-06-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000009464_12741,2022-03-02,11580.0,2022-03-02,2022-07-01,Motor,0.0,0.0,579.0
HRE-POL-10066-BBB_12746,2022-08-01,5740323.375,2022-08-01,2022-10-31,Guarantees,0.0,0.0,1291575.228
HRE/MTF/P/000009773_12747,2022-07-01,4757407.241,2022-07-01,2022-10-31,Motor,0.0,0.0,475740.3156
_BYO-POL-40123-MCP__12748,2022-02-08,11666.29,2022-02-08,2022-06-07,Motor,0.0,0.0,0.0
HRE-POL-21114-RTA_12751,2022-08-01,11670.0,2022-08-01,2023-02-28,Motor,0.0,0.0,1400.4
HRE/MVE/P/000009830_12752,2022-07-28,11670.0,2022-07-28,2022-11-27,Motor,0.0,0.0,0.0
HRE/MVE/P/000009903_12753,2022-08-04,11670.0,2022-08-04,2022-12-03,Motor,0.0,0.0,583.5
HRE/MVE/P/000009904_12754,2022-08-01,11670.0,2022-08-01,2022-11-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000009909_12755,2022-07-27,11670.0,2022-07-27,2022-11-26,Motor,0.0,0.0,0.0
BYO/MVE/P/000009916_12756,2022-09-01,11670.0,2022-09-01,2023-08-31,Motor,0.0,0.0,0.0
BYO/MVE/P/000009917_12757,2022-07-29,11670.0,2022-07-29,2022-11-28,Motor,0.0,0.0,0.0
MTR/MVE/P/000009925_12758,2022-08-18,11670.0,2022-08-18,2022-12-17,Motor,0.0,0.0,0.0
BYO/MVE/P/000009928_12759,2022-08-02,11670.0,2022-08-02,2022-12-01,Motor,0.0,0.0,0.0
BYO/MVE/P/000009929_12760,2022-08-26,11670.0,2022-08-26,2022-12-25,Motor,0.0,0.0,0.0
BYO/MVE/P/000009931_12761,2022-08-04,11670.0,2022-08-04,2022-12-03,Motor,0.0,0.0,0.0
MTR/MVE/P/000009949_12762,2022-08-15,11670.0,2022-08-15,2023-08-14,Motor,0.0,0.0,583.5
HRE/MVE/P/000009975_12763,2022-08-15,11670.0,2022-08-15,2022-12-14,Motor,0.0,0.0,0.0
HRE/MVE/P/000009989_12764,2022-08-01,11670.0,2022-08-01,2022-11-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000009995_12765,2022-08-11,11670.0,2022-08-11,2022-12-10,Motor,0.0,0.0,0.0
HRE/MVE/P/000009996_12766,2022-08-10,11670.0,2022-08-10,2022-12-09,Motor,0.0,0.0,0.0
HRE/MVE/P/000009998_12767,2022-08-29,11670.0,2022-08-29,2022-12-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000010003_12768,2022-08-14,11670.0,2022-08-14,2022-12-13,Motor,0.0,0.0,0.0
BYO/MVE/P/000010010_12769,2022-08-15,11670.0,2022-08-15,2022-12-14,Motor,0.0,0.0,583.5
BYO/MVE/P/000010011_12770,2022-08-20,11670.0,2022-08-20,2022-12-19,Motor,0.0,0.0,0.0
BYO/MVE/P/000010012_12771,2022-08-29,11670.0,2022-08-29,2022-12-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000010089_12772,2022-08-04,11670.0,2022-08-04,2022-12-03,Motor,0.0,0.0,0.0
HRE/MVE/P/000010093_12773,2022-08-02,11670.0,2022-08-02,2022-12-01,Motor,0.0,0.0,0.0
HRE/MVE/P/000010109_12774,2022-09-01,11670.0,2022-09-01,2022-12-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010174_12775,2022-08-01,11670.0,2022-08-01,2022-11-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000010186_12776,2022-08-06,11670.0,2022-08-06,2022-12-05,Motor,0.0,0.0,0.0
HRE/MVE/P/000010193_12777,2022-08-14,11670.0,2022-08-14,2022-12-13,Motor,0.0,0.0,0.0
HRE/MVE/P/000007550_12778,2022-07-28,11670.0,2022-07-28,2022-11-27,Motor,0.0,0.0,0.0
HRE/MVE/P/000010703_12779,2022-10-01,11670.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010934_12780,2022-09-01,11670.0,2022-09-01,2022-12-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010939_12781,2022-09-26,11670.0,2022-09-26,2023-01-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010940_12782,2022-10-26,11670.0,2022-10-26,2023-02-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010941_12783,2022-09-01,11670.0,2022-09-01,2022-12-31,Motor,0.0,0.0,0.0
_BYO-POL-40110-MCP__12789,2022-02-04,11673.9,2022-02-04,2022-06-03,Motor,0.0,0.0,0.0
BYO-POL-40110-MCP_12790,2022-02-04,11673.9,2022-02-04,2022-06-03,Motor,0.0,0.0,0.0
HRE-POL-21058-MCP_12795,2022-12-01,7842266.355,2022-12-01,2023-04-01,Motor,0.0,0.0,2744795.234
_BYO-POL-4000724-MCP__12796,2022-02-04,11716.0,2022-02-04,2022-06-03,Motor,0.0,0.0,0.0
BYO-POL-40007135-MCP_12797,2022-02-04,11716.0,2022-02-04,2022-06-03,Motor,0.0,0.0,0.0
HRE/MVE/P/000008085_12799,2022-04-01,47985.004,2022-04-01,2022-07-31,Motor,0.0,0.0,5998.1255
HRE-POL-90003-MCP_12801,2022-02-15,11816.76,2022-02-15,2022-06-14,Motor,0.0,0.0,0.0
HRE-POL-10021449-MFL_12806,2022-02-01,1426730.849,2022-02-01,2023-01-31,Motor,0.0,0.0,321014.4411
HRE-POL-10021450-MFL_12807,2022-02-01,1426730.849,2022-02-01,2023-01-31,Motor,0.0,0.0,321014.4411
MTR/MVE/P/000009907_12809,2022-08-28,11989.73,2022-08-28,2022-12-31,Motor,0.0,0.0,0.0
_BYO-POL-4003075-MCP__12810,2022-02-01,11990.0,2022-02-01,2022-05-31,Motor,0.0,0.0,1498.75
BYO-POL-40030248-MCP_12811,2022-02-01,11990.0,2022-02-01,2022-05-31,Motor,0.0,0.0,1498.75
BYO-POL-40156-DCO_12818,2022-03-19,12000.0,2022-03-19,2023-03-18,Property,0.0,0.0,0.0
HRE-POL-20973-DCO_12819,2022-08-19,12000.0,2022-08-19,2023-08-18,Property,0.0,0.0,2400.0
HRE-POL-21123-DCO_12820,2022-08-30,12000.0,2022-08-30,2023-08-29,Property,0.0,0.0,2400.0
HRE/DOM/P/000005041_12821,2022-06-22,12000.0,2022-06-22,2023-06-21,Property,0.0,0.0,2400.0
BYO/DOM/P/000009665_12822,2022-06-24,12000.0,2022-06-24,2023-06-23,Property,0.0,0.0,0.0
HRE/DOM/P/000009668_12823,2022-06-22,12000.0,2022-06-22,2023-06-21,Property,0.0,0.0,2400.0
HRE/DOM/P/000009743_12824,2022-07-08,12000.0,2022-07-08,2023-07-07,Property,0.0,0.0,2400.0
HRE/DOM/P/000009746_12825,2022-07-06,12000.0,2022-07-06,2023-07-05,Property,0.0,0.0,2400.0
HRE/DOM/P/000009771_12826,2022-04-14,12000.0,2022-04-14,2023-04-13,Property,0.0,0.0,2400.0
HRE/DOM/P/000009857_12827,2022-08-20,12000.0,2022-08-20,2023-08-19,Property,0.0,0.0,2400.0
HRE/DOM/P/000009920_12828,2022-08-12,12000.0,2022-08-12,2023-08-11,Property,0.0,0.0,2400.0
HRE/DOM/P/000009967_12829,2022-08-19,12000.0,2022-08-19,2023-08-18,Property,0.0,0.0,2400.0
HRE/DOM/P/000010669_12830,2022-10-12,12000.0,2022-10-12,2023-10-11,Property,0.0,0.0,2400.0
HRE-POL-20954-MFL_12871,2022-09-01,7325730.083,2022-09-01,2022-11-30,Motor,0.0,0.0,1648289.269
HRE-POL-21073-MFL_12872,2022-12-01,8232932.044,2022-12-01,2023-02-28,Motor,0.0,0.0,1029116.505
HRE-POL-30167-PBL_12876,2022-04-22,12300.0,2022-04-22,2023-04-21,Liabilities,0.0,0.0,2767.5
HRE-POL-21015-MFL_12877,2022-10-01,7758445.24,2022-10-01,2023-01-31,Motor,0.0,0.0,969808.7972
HRE-POL-20660-MFL_12878,2022-06-01,4129759.88,2022-06-01,2022-08-29,Motor,0.0,0.0,516221.2391
HRE-POL-21436-RTA_12882,2022-07-01,12360.0,2022-07-01,2022-10-30,Motor,0.0,0.0,1545.0
HRE/MVE/P/000009842_12883,2022-07-09,12360.0,2022-07-09,2022-11-08,Motor,0.0,0.0,0.0
HRE/MVE/P/000009843_12884,2022-07-02,12360.0,2022-07-02,2022-11-01,Motor,0.0,0.0,0.0
HRE/MVE/P/000011125_12885,2022-10-04,12360.0,2022-10-04,2023-02-03,Motor,0.0,0.0,0.0
HRE/MVE/P/000011126_12886,2022-10-01,12360.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE-POL-21426-RTA_12890,2022-05-01,12465.0,2022-05-01,2022-08-30,Motor,0.0,0.0,1558.13
HRE/MVE/P/000009678_12891,2022-06-08,12465.0,2022-06-08,2022-10-07,Motor,0.0,0.0,0.0
HRE/MVE/P/000006509_12892,2022-05-27,12465.0,2022-05-27,2022-09-26,Motor,0.0,0.0,0.0
HRE/MAR/P/000010587_12895,2022-10-07,7883532.393,2022-10-07,2022-12-31,Transport,0.0,0.0,1576703.949
HRE-POL-50013-DCOH_12897,2022-02-01,12483.75,2022-02-01,2022-04-01,Property,0.0,0.0,2496.75
HRE-POL-40256-MFL_12898,2022-06-01,4179896.824,2022-06-01,2022-12-31,Motor,0.0,0.0,522488.3571
HRE-POL-20509-BBB_12902,2022-04-01,12500.0,2022-04-01,2022-06-30,Guarantees,0.0,0.0,1875.0
HRE-POL-20778-BBB_12903,2022-07-01,12500.0,2022-07-01,2022-09-30,Guarantees,0.0,0.0,2812.5
HRE-POL-21303-BBB_12904,2022-10-01,12500.0,2022-10-01,2022-12-31,Guarantees,0.0,0.0,1250.0
MTR-POL-40015-DCO_12906,2022-01-07,12500.0,2022-01-07,2023-01-06,Property,0.0,0.0,0.0
NORMAN_MUZANENHAMO_12908,2022-08-01,12510.0,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
MTR/MVE/P/000009490_12912,2022-04-06,12540.0,2022-04-06,2022-08-05,Motor,0.0,0.0,0.0
MTR/MVE/P/000008081_12913,2022-03-11,12540.0,2022-03-11,2022-07-10,Motor,0.0,0.0,0.0
HRE-POL-30438-GPA_12917,2022-04-01,8405428.382,2022-04-01,2022-12-31,Miscellaneous,0.0,0.0,1891223.061
HRE-POL-20983-MCP_12918,2022-08-12,12567.45,2022-08-12,2023-02-12,Motor,0.0,0.0,1508.09
MAXWELL_MVUNGO_12919,2022-12-01,12570.0,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-20637-_12920,2022-06-01,4209784.356,2022-06-01,2022-09-30,Motor,0.0,0.0,526223.8805
HRE-POL-21138-MCP_12940,2022-08-01,12875.0,2022-08-01,2022-11-30,Motor,0.0,0.0,1545.0
HRE/MVE/P/000005273_12941,2022-07-01,12875.0,2022-07-01,2022-10-31,Motor,0.0,0.0,0.0
BYO/MVE/P/000009780_12943,2022-07-15,12876.41,2022-07-15,2022-12-31,Motor,0.0,0.0,0.0
_HRE-POL-20059-FIG__12961,2022-02-16,13027.74,2022-02-16,2023-02-01,Motor,0.0,0.0,1628.47
BYO-POL-40011-UML_12963,2022-09-13,13041.0,2022-09-13,2022-09-30,Liabilities,0.0,0.0,2934.23
HRE-POL-10056-PA_12964,2022-06-01,5301987.213,2022-06-01,2023-02-28,Miscellaneous,0.0,0.0,1192948.645
HRE-POL-10048-BBB_12965,2022-05-01,2812416.433,2022-05-01,2022-07-31,Guarantees,0.0,0.0,632793.6974
BYO-POL-90132-RTA_12966,2022-04-01,13080.0,2022-04-01,2022-07-31,Motor,0.0,0.0,1635.0
BYO-POL-90141-RTA_12967,2022-05-01,13080.0,2022-05-01,2022-08-31,Motor,0.0,0.0,0.0
HRE-POL-21419-RTA_12968,2022-04-01,13080.0,2022-04-01,2022-07-31,Motor,0.0,0.0,1635.0
BYO-POL-90074-RTA_12970,2022-06-01,13140.0,2022-06-01,2023-05-31,Motor,0.0,0.0,1642.5
BYO-POL-90080-RTA_12971,2022-05-15,13140.0,2022-05-15,2022-10-06,Motor,0.0,0.0,1642.5
BYO-POL-90098-RTA_12972,2022-06-01,13140.0,2022-06-01,2023-01-31,Motor,0.0,0.0,1642.5
BYO/MVE/P/000009550_12973,2022-05-29,13140.0,2022-05-29,2022-09-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000009589_12974,2022-05-03,13140.0,2022-05-03,2022-09-02,Motor,0.0,0.0,0.0
HRE/MVE/P/000009641_12975,2022-05-24,13140.0,2022-05-24,2023-01-23,Motor,0.0,0.0,0.0
HRE/MVE/P/000009719_12976,2022-06-01,13140.0,2022-06-01,2022-09-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000011070_12977,2022-05-01,13140.0,2022-05-01,2022-12-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000008358_12978,2022-04-25,13140.0,2022-04-25,2022-08-24,Motor,0.0,0.0,0.0
HRE/MVE/P/000009502_12993,2022-04-19,13230.0,2022-04-19,2022-08-18,Motor,0.0,0.0,1653.75
_HRE-POL-20062-FIG__12994,2022-02-15,13233.7,2022-02-15,2023-02-14,Miscellaneous,0.0,0.0,2646.74
HRE-POL-50020558-LP_12996,2022-02-01,1585625.6,2022-02-01,2023-01-31,Guarantees,0.0,0.0,317125.1199
HRE-POL-21136-MCP_13002,2022-07-28,13315.07,2022-07-28,2023-01-23,Motor,0.0,0.0,1597.81
HRE-POL-30102-RTA_13005,2022-02-23,13350.0,2022-02-23,2023-02-22,Motor,0.0,0.0,667.5
HRE-POL-21226-DCO_13016,2022-05-05,13440.0,2022-05-05,2023-05-04,Property,0.0,0.0,2688.0
HRE-POL-10019445-BBB_13028,2022-02-01,1616061.423,2022-02-01,2022-04-30,Guarantees,0.0,0.0,363613.8202
HRE-POL-10019446-BBB_13029,2022-02-01,1616061.423,2022-02-01,2022-04-30,Guarantees,0.0,0.0,363613.8202
HRE-POL-90059-RTA_13035,2022-02-01,13625.0,2022-02-01,2022-05-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000009463_13036,2022-03-20,13625.01,2022-03-20,2023-03-19,Motor,0.0,0.0,1703.13
HRE-POL-21292-RTA_13037,2022-02-04,13626.0,2022-02-04,2023-02-03,Motor,0.0,0.0,1635.12
HRE-POL-90017-RTA_13038,2022-01-24,13710.45,2022-01-24,2023-01-23,Motor,0.0,0.0,0.0
HRE/MVE/P/000010101_13039,2022-09-10,13716.25,2022-09-10,2022-12-31,Motor,0.0,0.0,685.81
HRE/MVE/P/000009545_13040,2022-05-10,13742.47,2022-05-10,2022-08-31,Motor,0.0,0.0,1717.81
HRE-POL-20202-MCP_13044,2022-02-01,1651973.899,2022-02-01,2023-01-31,Motor,0.0,0.0,198236.8679
HRE-POL-20736-_13052,2022-06-01,5610729.527,2022-06-01,2023-05-31,Transport,0.0,0.0,1262416.173
BYO-POL-90070-RTA_13054,2022-06-01,13850.0,2022-06-01,2022-09-30,Motor,0.0,0.0,1731.25
MTR/MVE/P/000009567_13055,2022-05-24,13850.0,2022-05-24,2023-05-23,Motor,0.0,0.0,0.0
HRE/MVE/P/000009691_13056,2022-05-27,13850.0,2022-05-27,2022-09-26,Motor,0.0,0.0,0.0
HRE/MVE/P/000010353_13059,2022-09-25,13905.0,2022-09-25,2023-01-24,Motor,0.0,0.0,0.0
_HRE-POL-20387-MAR__13078,2022-03-01,1883138.37,2022-03-01,2022-05-31,Transport,0.0,0.0,423706.7976
HRE-POL-21071-MAR_13079,2022-09-01,9495672.231,2022-09-01,2022-11-30,Transport,0.0,0.0,2136529.601
HRE-POL-21084-MAR_13080,2022-12-01,9495672.231,2022-12-01,2023-02-28,Transport,0.0,0.0,2136529.601
HRE/MVE/P/000011068_13087,2022-05-12,14256.0,2022-05-12,2022-09-11,Motor,0.0,0.0,0.0
HRE/MTF/P/000010467_13090,2022-10-01,8995995.886,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE-POL-20164-MFL_13096,2022-02-04,14364.1,2022-02-04,2022-06-14,Motor,0.0,0.0,1723.69
HRE-POL-40107-MCP_13105,2022-01-25,14373.33,2022-01-25,2022-07-26,Motor,0.0,0.0,1724.8
_BYO-POL-40079-MCP__13107,2022-02-05,14400.0,2022-02-05,2022-06-04,Motor,0.0,0.0,0.0
_HRE-POL-20219-DCO__13108,2022-03-23,14400.0,2022-03-23,2023-03-22,Property,0.0,0.0,2880.0
BYO-POL-40079405-MCP_13109,2022-02-05,14400.0,2022-02-05,2022-06-04,Motor,0.0,0.0,0.0
HRE/DOM/P/000009461_13110,2022-03-01,14400.0,2022-03-01,2023-02-28,Property,0.0,0.0,2880.0
BYO-POL-90144-RTA_13111,2022-09-17,14460.0,2022-09-17,2023-01-16,Motor,0.0,0.0,1807.5
BYO-POL-90170-RTA_13112,2022-09-14,14460.0,2022-09-14,2023-01-13,Motor,0.0,0.0,1807.5
BYO-POL-90174-RTA_13113,2022-09-23,14460.0,2022-09-23,2023-01-22,Motor,0.0,0.0,1807.5
BYO-POL-90178-RTA_13114,2022-10-01,14460.0,2022-10-01,2023-01-31,Motor,0.0,0.0,1813.28
BYO-POL-90182-RTA_13115,2022-09-15,14460.0,2022-09-15,2023-01-14,Motor,0.0,0.0,1807.5
BYO-POL-90184-RTA_13116,2022-09-16,14460.0,2022-09-16,2023-01-15,Motor,0.0,0.0,1807.5
BYO-POL-40110-RTA_13117,2022-10-01,14460.0,2022-10-01,2023-01-31,Motor,0.0,0.0,1807.5
BYO-POL-40115-RTA_13118,2022-09-07,14460.0,2022-09-07,2023-01-07,Motor,0.0,0.0,1807.5
HRE-POL-21442-RTA_13119,2022-08-01,14460.0,2022-08-01,2022-11-30,Motor,0.0,0.0,1807.5
HRE-POL-21443-RTA_13120,2022-08-01,14460.0,2022-08-01,2022-11-30,Motor,0.0,0.0,1807.5
HRE-POL-21445-RTA_13121,2022-08-01,14460.0,2022-08-01,2022-11-30,Motor,0.0,0.0,1807.5
HRE-POL-30402-RTA_13122,2022-12-24,14460.0,2022-12-24,2023-04-23,Motor,0.0,0.0,0.0
MTR/MVE/P/000007768_13123,2022-08-26,14460.0,2022-08-26,2022-12-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000009953_13124,2022-08-26,14460.0,2022-08-26,2022-12-25,Motor,0.0,0.0,723.0
HRE/MVE/P/000009979_13125,2022-08-22,14460.0,2022-08-22,2022-12-21,Motor,0.0,0.0,0.0
HRE/MVE/P/000009982_13126,2022-08-18,14460.0,2022-08-18,2022-12-17,Motor,0.0,0.0,0.0
HRE/MVE/P/000009988_13127,2022-08-23,14460.0,2022-08-23,2022-12-22,Motor,0.0,0.0,0.0
MTR/MVE/P/000010079_13128,2022-09-05,14460.0,2022-09-05,2023-01-04,Motor,0.0,0.0,0.0
MTR/MVE/P/000010121_13129,2022-09-21,14460.0,2022-09-21,2023-01-20,Motor,0.0,0.0,0.0
BYO/MVE/P/000005549_13130,2022-09-08,14460.0,2022-09-08,2023-01-07,Motor,0.0,0.0,0.0
BYO/MVE/P/000010131_13131,2022-09-02,14460.0,2022-09-02,2023-01-01,Motor,0.0,0.0,0.0
MTR/MVE/P/000010133_13132,2022-09-14,14460.0,2022-09-14,2023-01-13,Motor,0.0,0.0,0.0
MTR/MVE/P/000010134_13133,2022-09-14,14460.0,2022-09-14,2023-01-13,Motor,0.0,0.0,0.0
HRE/MVE/P/000010153_13134,2022-09-10,14460.0,2022-09-10,2023-01-09,Motor,0.0,0.0,723.0
BYO/MVE/P/000010162_13135,2022-09-19,14460.0,2022-09-19,2023-01-18,Motor,0.0,0.0,0.0
HRE/MVE/P/000010169_13136,2022-09-16,14460.0,2022-09-16,2023-01-15,Motor,0.0,0.0,0.0
HRE/MVE/P/000010170_13137,2022-09-16,14460.0,2022-09-16,2023-01-15,Motor,0.0,0.0,0.0
MTR/MVE/P/000010175_13138,2022-09-21,14460.0,2022-09-21,2023-01-20,Motor,0.0,0.0,0.0
HRE/MVE/P/000010182_13139,2022-09-21,14460.0,2022-09-21,2023-01-20,Motor,0.0,0.0,0.0
BYO/MVE/P/000010192_13140,2022-09-03,14460.0,2022-09-03,2023-01-02,Motor,0.0,0.0,0.0
BYO/MVE/P/000010201_13141,2022-09-01,14460.0,2022-09-01,2022-12-31,Motor,0.0,0.0,0.0
MTR/MVE/P/000010222_13142,2022-09-26,14460.0,2022-09-26,2023-03-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010244_13143,2022-09-27,14460.0,2022-09-27,2023-01-26,Motor,0.0,0.0,0.0
HRE/MVE/P/000010282_13144,2022-09-21,14460.0,2022-09-21,2023-01-20,Motor,0.0,0.0,0.0
HRE/MVE/P/000010337_13145,2022-09-21,14460.0,2022-09-21,2023-01-20,Motor,0.0,0.0,0.0
MTR/MVE/P/000010347_13146,2022-10-01,14460.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010354_13147,2022-09-18,14460.0,2022-09-18,2023-01-17,Motor,0.0,0.0,0.0
HRE/MVE/P/000010358_13148,2022-09-02,14460.0,2022-09-02,2023-01-01,Motor,0.0,0.0,0.0
HRE/MVE/P/000010360_13149,2022-09-06,14460.0,2022-09-06,2023-01-05,Motor,0.0,0.0,0.0
HRE/MVE/P/000010362_13150,2022-09-06,14460.0,2022-09-06,2023-01-05,Motor,0.0,0.0,0.0
HRE/MVE/P/000010363_13151,2022-09-24,14460.0,2022-09-24,2023-01-23,Motor,0.0,0.0,0.0
HRE/MVE/P/000010365_13152,2022-09-06,14460.0,2022-09-06,2023-01-05,Motor,0.0,0.0,0.0
HRE/MVE/P/000010367_13153,2022-09-12,14460.0,2022-09-12,2023-01-11,Motor,0.0,0.0,0.0
MTR/MVE/P/000010374_13154,2022-10-04,14460.0,2022-10-04,2023-02-03,Motor,0.0,0.0,0.0
MTR/MVE/P/000010377_13155,2022-10-02,14460.0,2022-10-02,2023-02-01,Motor,0.0,0.0,0.0
MTR/MVE/P/000010378_13156,2022-10-10,14460.0,2022-10-10,2023-02-09,Motor,0.0,0.0,0.0
MTR/MVE/P/000010379_13157,2022-10-11,14460.0,2022-10-11,2023-02-10,Motor,0.0,0.0,0.0
HRE/MVE/P/000001606_13158,2022-09-28,14460.0,2022-09-28,2023-01-27,Motor,0.0,0.0,0.0
HRE/MVE/P/000010460_13159,2022-09-26,14460.0,2022-09-26,2023-01-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010461_13160,2022-10-01,14460.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010463_13161,2022-09-23,14460.0,2022-09-23,2023-01-22,Motor,0.0,0.0,0.0
BYO/MVE/P/000010468_13162,2022-09-22,14460.0,2022-09-22,2023-01-21,Motor,0.0,0.0,0.0
BYO/MVE/P/000010469_13163,2022-09-22,14460.0,2022-09-22,2023-09-21,Motor,0.0,0.0,0.0
BYO/MVE/P/000010472_13164,2022-09-11,14460.0,2022-09-11,2023-01-10,Motor,0.0,0.0,0.0
BYO/MVE/P/000010473_13165,2022-09-30,14460.0,2022-09-30,2023-01-29,Motor,0.0,0.0,0.0
BYO/MVE/P/000010474_13166,2022-09-16,14460.0,2022-09-16,2023-01-15,Motor,0.0,0.0,0.0
BYO/MVE/P/000010475_13167,2022-09-19,14460.0,2022-09-19,2023-01-18,Motor,0.0,0.0,0.0
BYO/MVE/P/000010488_13168,2022-09-26,14460.0,2022-09-26,2023-01-25,Motor,0.0,0.0,0.0
BYO/MVE/P/000010491_13169,2022-09-22,14460.0,2022-09-22,2023-01-21,Motor,0.0,0.0,0.0
HRE/MVE/P/000010596_13170,2022-10-01,14460.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010597_13171,2022-10-01,14460.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010675_13172,2022-10-13,14460.0,2022-10-13,2023-02-12,Motor,0.0,0.0,0.0
HRE/MVE/P/000010677_13173,2022-09-30,14460.0,2022-09-30,2023-01-29,Motor,0.0,0.0,0.0
HRE/MVE/P/000010679_13174,2022-08-26,14460.0,2022-08-26,2022-12-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010680_13175,2022-09-17,14460.0,2022-09-17,2023-01-16,Motor,0.0,0.0,0.0
HRE/MVE/P/000010681_13176,2022-09-14,14460.0,2022-09-14,2023-01-13,Motor,0.0,0.0,0.0
HRE/MVE/P/000010682_13177,2022-09-17,14460.0,2022-09-17,2023-01-16,Motor,0.0,0.0,0.0
HRE/MVE/P/000010688_13178,2022-09-20,14460.0,2022-09-20,2023-01-19,Motor,0.0,0.0,0.0
HRE/MVE/P/000010702_13179,2022-09-12,14460.0,2022-09-12,2023-01-11,Motor,0.0,0.0,0.0
HRE/MVE/P/000006241_13180,2022-09-11,14460.0,2022-09-11,2023-01-10,Motor,0.0,0.0,0.0
HRE/MVE/P/000010777_13181,2022-09-25,14460.0,2022-09-25,2023-01-24,Motor,0.0,0.0,0.0
HRE/MVE/P/000010778_13182,2022-09-20,14460.0,2022-09-20,2023-01-19,Motor,0.0,0.0,0.0
HRE/MVE/P/000010781_13183,2022-09-01,14460.0,2022-09-01,2022-12-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010792_13184,2022-09-26,14460.0,2022-09-26,2023-01-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010794_13185,2022-09-29,14460.0,2022-09-29,2023-01-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000010796_13186,2022-09-26,14460.0,2022-09-26,2023-01-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010806_13187,2022-09-21,14460.0,2022-09-21,2023-01-20,Motor,0.0,0.0,0.0
HRE/MVE/P/000010808_13188,2022-09-19,14460.0,2022-09-19,2023-01-18,Motor,0.0,0.0,0.0
HRE/MVE/P/000010815_13189,2022-09-02,14460.0,2022-09-02,2023-01-01,Motor,0.0,0.0,723.0
