policy_number,premiums,premium_frequency,start_date,line_of_business,end_date,commission,reinsurance_premium,reinsurance_commission
BYO/MVE/P/000003605_14277,26001.67,S,1/6/2022,Motor,30/9/2022,2165.71,0,0
BYO-POL-90155-RTA_14278,26004.72,S,2/3/2022,Motor,31/7/2022,0,0,0
BYO/MVE/P/000006248_14280,26100,S,5/5/2022,Motor,31/12/2022,1305,0,0
BYO/DOM/P/000009894_14286,26250,S,5/8/2022,Property,4/8/2023,0,0,0
BYO-POL-90025-RTA_14287,26280,S,22/4/2022,Motor,17/8/2022,3285,0,0
BYO/MVE/P/000009924_14289,26286.16,S,20/10/2022,Motor,30/9/2023,0,0,0
HRE-POL-21259-MCP_14290,26321.92,S,14/4/2022,Motor,13/10/2022,3158.63,0,0
_HRE-POL-20492-MAT__14292,3967144.896,S,6/4/2022,Property,5/4/2023,0,0,0
MTR/MTP/P/000009628_14293,26400,S,17/6/2022,Miscellaneous,16/6/2023,0,0,0
MTR/MTP/P/000009630_14294,26400,S,17/6/2022,Miscellaneous,16/6/2023,0,0,0
BYO/MVE/P/000009936_14296,26438,S,18/9/2022,Motor,31/8/2023,0,0,0
BYO/MVE/P/000009548_14297,26453.7,S,1/6/2022,Motor,30/9/2022,0,0,0
BYO/MVE/P/000009610_14298,26453.7,S,18/5/2022,Motor,17/9/2022,0,0,0
HRE/MVE/P/000009398_14301,26503.9,S,6/3/2022,Motor,31/7/2022,0,0,0
HRE-POL-20754-ELE_14302,26545.96,S,1/7/2022,Engineering,30/9/2022,5972.84,0,0
HRE/MAR/P/000009669_14306,26666.67,S,11/3/2022,Transport,10/7/2022,5333.33,0,0
HRE/MTP/P/000010558_14307,26666.67,S,20/10/2022,Miscellaneous,19/2/2023,5333.33,0,0
BYO/MVE/P/000005145_14309,26667.12,S,15/6/2022,Motor,31/5/2023,0,0,0
MTR/MVE/P/000009615_14310,26700,S,6/6/2022,Motor,5/10/2022,0,0,0
MTR/MVE/P/000009638_14311,26700,S,14/6/2022,Motor,13/10/2022,0,0,0
BYO/MVE/P/000007015_14312,26700,S,28/5/2022,Motor,27/9/2022,0,0,0
HRE/MVE/P/000005058_14313,26700,S,6/6/2022,Motor,5/10/2022,1335,0,0
HRE/MVE/P/000009721_14314,26700,S,4/6/2022,Motor,3/10/2022,0,0,0
HRE-POL-10068452-BBB_14343,13241012.59,S,1/8/2022,Guarantees,31/10/2022,2979230.301,0,0
BYO/MVE/P/000009899_14344,26895.7,S,12/8/2022,Motor,31/7/2023,0,0,0
HRE-POL-21274-MCP_14348,27000,S,4/4/2022,Motor,3/4/2023,3240,0,0
BYO/MVE/P/000011383_14354,27296.02,S,8/12/2022,Motor,31/5/2023,0,0,0
HRE-POL-21401-RTA_14358,27337.2,S,1/2/2022,Motor,31/5/2022,3417.15,0,0
HRE/MVE/P/000009711_14360,27375,S,1/6/2022,Motor,31/5/2023,0,0,0
HRE-POL-10018443-BBB_14362,3284195.94,S,1/2/2022,Guarantees,30/4/2022,738944.6843,0,0
HRE-POL-10018444-BBB_14363,3284195.94,S,1/2/2022,Guarantees,30/4/2022,738944.6843,0,0
_BYO-POL-40056-MCP__14370,27556.67,S,1/2/2022,Motor,31/5/2022,3444.58,0,0
BYO-POL-40056356-MCP_14371,27556.67,S,1/2/2022,Motor,31/5/2022,3444.58,0,0
BYO/MVE/P/000009559_14372,27579.94,S,1/6/2022,Motor,30/9/2022,0,0,0
BYO/MVE/P/000009918_14373,27581.42,S,3/7/2022,Motor,30/6/2023,0,0,0
HRE/MVE/P/000010759_14374,27585,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE/MVE/P/000009680_14377,27660,S,14/6/2022,Motor,13/10/2022,0,0,0
BYO/MVE/P/000009764_14378,27660,S,29/7/2022,Motor,28/11/2022,1383,0,0
HRE/MVE/P/000008300_14379,27660,S,1/7/2022,Motor,31/10/2022,1383,0,0
HRE-POL-20090-DCO_14382,27663,S,24/2/2022,Property,23/2/2023,5532.6,0,0
BYO/MVE/P/000009765_14386,27810,S,7/7/2022,Motor,6/7/2023,0,0,0
HRE/MVE/P/000009833_14387,27810,S,22/7/2022,Motor,21/7/2023,0,0,0
HRE/MVE/P/000007262_14388,27810,S,28/7/2022,Motor,27/7/2023,0,0,0
MTR/MVE/P/000009906_14389,27810,S,6/8/2022,Motor,5/8/2023,0,0,0
HRE/MVE/P/000009509_14394,28000,S,20/4/2022,Motor,19/8/2022,3500,0,0
HRE/MVE/P/000010357_14396,28040,S,2/9/2022,Motor,1/1/2023,0,0,0
MTR/MVE/P/000009738_14401,28155.6,S,1/7/2022,Motor,31/10/2022,0,0,0
HRE/MVE/P/000009762_14402,28155.6,S,14/7/2022,Motor,13/11/2022,0,0,0
HRE/MVE/P/000009821_14403,28155.6,S,8/7/2022,Motor,7/11/2022,0,0,0
HRE/MVE/P/000009851_14404,28155.6,S,8/7/2022,Motor,7/11/2022,0,0,0
BYO/MVE/P/000009891_14405,28155.6,S,21/7/2022,Motor,20/11/2022,0,0,0
BYO/MVE/P/000009896_14406,28155.6,S,2/7/2022,Motor,1/11/2022,0,0,0
BYO/MVE/P/000009927_14407,28155.6,S,24/7/2022,Motor,23/11/2022,0,0,0
HRE/MVE/P/000011396_14417,28328.4,S,17/12/2022,Motor,16/4/2023,0,0,0
BYO/MVE/P/000006908_14421,28356.3,S,21/7/2022,Motor,20/11/2022,0,0,0
BYO/MVE/P/000009901_14422,28356.3,S,21/6/2022,Motor,20/10/2022,0,0,0
MTR/MVE/P/000009908_14423,28356.3,S,1/8/2022,Motor,30/11/2022,0,0,0
MTR/MVE/P/000009945_14424,28356.3,S,1/8/2022,Motor,30/11/2022,0,0,0
HRE/MTP/P/000010713_14430,28503.73,S,1/10/2022,Miscellaneous,31/12/2022,5700.75,0,0
BYO-POL-40007-PA_14432,28598,S,13/9/2022,Miscellaneous,30/9/2022,6434.55,0,0
_HRE-POL-20344-DCO__14439,28800,S,5/3/2022,Property,4/3/2023,5760,0,0
BYO-POL-40082-AAR_14440,28800,S,1/1/2022,Property,31/12/2022,6480,0,0
MTR-POL-41063-GPA_14442,28815,S,1/2/2022,Miscellaneous,31/5/2022,6483.38,0,0
BYO-POL-90172-RTA_14446,28920,S,1/11/2022,Motor,28/2/2023,3615,0,0
BYO-POL-90176-RTA_14447,28920,S,1/11/2022,Motor,28/2/2023,3615,0,0
MTR/MVE/P/000010073_14448,28920,S,19/9/2022,Motor,18/5/2023,0,0,0
HRE/MVE/P/000010165_14449,28920,S,8/9/2022,Motor,7/1/2023,0,0,0
HRE/MVE/P/000010314_14450,28920,S,13/9/2022,Motor,12/5/2023,0,0,0
BYO/MVE/P/000010478_14451,28920,S,5/9/2022,Motor,4/1/2023,0,0,0
HRE/MVE/P/000010807_14452,28920,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE/MVE/P/000010816_14453,28920,S,1/9/2022,Motor,31/12/2022,0,0,0
BYO/MVE/P/000011248_14454,28920,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE-POL-21424-RTA_14462,29085,S,1/5/2022,Motor,30/8/2022,3635.63,0,0
HRE-POL-21447-RTA_14464,29175,S,1/8/2022,Motor,30/11/2022,3646.88,0,0
HRE-POL-21113-RTA_14465,29175,S,12/8/2022,Motor,11/8/2023,3501,0,0
HRE/ENG/P/000009434_14468,29357.98,S,3/3/2022,Engineering,2/3/2023,5871.6,0,0
HRE/MVE/P/000010534_14475,29723.33,S,14/9/2022,Motor,13/1/2023,0,0,0
HRE/MVE/P/000011152_14479,29825.55,S,13/12/2022,Motor,12/6/2023,0,0,0
_HRE-POL-40141-MCP__14486,30000,S,1/2/2022,Motor,31/5/2022,0,0,0
HRE-POL-21126-MCP_14487,30000,S,5/8/2022,Motor,4/12/2022,3600,0,0
HRE-POL-21206-DCO_14488,30000,S,18/5/2022,Property,17/5/2023,6000,0,0
MTR/DOM/P/000009644_14489,30000,S,23/6/2022,Property,22/6/2023,0,0,0
BYO/DOM/P/000010005_14490,30000,S,26/8/2022,Property,25/8/2023,0,0,0
BYO/DOM/P/000010006_14491,30000,S,26/8/2022,Property,25/8/2023,0,0,0
BYO/DOM/P/000010122_14492,30000,S,7/9/2022,Property,6/9/2023,0,0,0
MTR-POL-40063-AAR_14506,30477.2,S,1/3/2022,Property,31/5/2022,6857.37,0,0
HRE/MVE/P/000009977_14508,30555.6,S,12/8/2022,Motor,11/12/2022,0,0,0
BYO/MVE/P/000010724_14509,30555.6,S,27/7/2022,Motor,26/11/2022,0,0,0
HRE/MVE/P/000010497_14511,30650,S,6/10/2022,Motor,5/2/2023,0,0,0
HRE/MVE/P/000010639_14512,30650,S,2/10/2022,Motor,1/2/2023,0,0,0
HRE/MVE/P/000010641_14513,30650,S,7/10/2022,Motor,6/2/2023,0,0,0
HRE-POL-21158-MCP_14514,30660,S,3/6/2022,Motor,2/6/2023,3679.2,0,0
HRE-POL-21409-RTA_14517,30754.35,S,1/3/2022,Motor,30/6/2022,3844.29,0,0
BYO/MVE/P/000009915_14518,30756.3,S,26/7/2022,Motor,25/11/2022,0,0,0
BYO/MVE/P/000009922_14519,30756.3,S,1/8/2022,Motor,30/11/2022,0,0,0
BYO/MVE/P/000002847_14520,30756.3,S,4/8/2022,Motor,3/12/2022,0,0,0
HRE/MVE/P/000009991_14521,30756.3,S,2/8/2022,Motor,1/12/2022,0,0,0
BYO/MVE/P/000010013_14522,30756.3,S,10/8/2022,Motor,9/12/2022,0,0,0
HRE/MVE/P/000010096_14523,30756.3,S,9/8/2022,Motor,8/12/2022,0,0,0
HRE/MVE/P/000010102_14524,30756.3,S,1/8/2022,Motor,30/11/2022,0,0,0
HRE/MVE/P/000010103_14525,30756.3,S,3/8/2022,Motor,2/12/2022,0,0,0
HRE/MVE/P/000010187_14526,30756.3,S,17/8/2022,Motor,16/12/2022,0,0,0
BYO-POL-40119-AAR_14531,30800,S,16/3/2022,Property,15/6/2022,6930,0,0
HRE/MVE/P/000009860_14542,31076.03,S,28/7/2022,Motor,30/11/2022,1553.81,0,0
HRE/MVE/P/000010812_14543,31138.52,S,22/8/2022,Motor,31/12/2022,1556.93,0,0
_BYO-POL-4001033-MCP__14544,31200,S,1/2/2022,Motor,31/1/2023,3900,0,0
_HRE-POL-20018-DCO__14545,31200,S,26/1/2022,Property,25/1/2023,6240,0,0
BYO-POL-40010150-MCP_14546,31200,S,1/2/2022,Motor,31/1/2023,3900,0,0
HRE-POL-40106-DCO_14547,31200,S,26/1/2022,Property,25/1/2023,6240,0,0
BYO/MVE/P/000009914_14550,31228.24,S,25/7/2022,Motor,24/11/2022,0,0,0
HRE-POL-20109-DCO_14553,31250,S,26/2/2022,Property,25/2/2023,6250,0,0
HRE/DOM/P/000009402_14554,31250,S,21/3/2022,Property,20/3/2023,6250,0,0
HRE-POL-20721-_14562,12759590.33,S,1/6/2022,Motor,31/5/2023,1594948.791,0,0
HRE/MVE/P/000010920_14563,31476,S,19/11/2022,Motor,18/3/2023,0,0,0
BYO/MVE/P/000011352_14564,31476,S,14/11/2022,Motor,13/3/2023,0,0,0
HRE-POL-30177-MCP_14567,31500,S,14/4/2022,Motor,13/4/2023,0,0,0
HRE-POL-20997-PBL_14571,31546.8,S,25/10/2022,Liabilities,24/10/2023,6309.36,0,0
BYO/MVE/P/000010885_14572,31553.7,S,29/8/2022,Motor,28/12/2022,0,0,0
HRE/MVE/P/000011077_14582,31810.5,S,21/12/2022,Motor,20/4/2023,0,0,0
BYO/MVE/P/000011369_14583,31810.5,S,6/12/2022,Motor,5/4/2023,0,0,0
HRE/MTF/P/000010591_14597,20248841.07,S,1/10/2022,Motor,30/9/2023,2024886.783,0,0
BYO-POL-40051335-AAR_14598,32000,S,1/1/2022,Property,30/4/2022,0,0,0
HRE-POL-21212-MCP_14599,32000,S,1/5/2022,Motor,30/8/2022,4000,0,0
_BYO-POL-40057-MCP__14600,32040,S,3/2/2022,Motor,2/2/2023,0,0,0
BYO-POL-40013-RTA_14602,32040,S,13/2/2022,Motor,12/2/2023,0,0,0
HRE/DOM/P/000009814_14614,32331.84,S,27/7/2022,Property,26/7/2023,6466.37,0,0
_BYO-POL-4000210-MCP__14626,33000,S,1/2/2022,Motor,31/5/2022,4125,0,0
_HRE-POL-20494-GIT__14627,4958931.12,S,6/4/2022,Transport,5/4/2023,0,0,0
BYO-POL-40002113-MCP_14628,33000,S,1/2/2022,Motor,31/5/2022,4125,0,0
HRE/DOM/P/000005469_14629,33000,S,4/3/2022,Property,3/3/2023,6600,0,0
HRE/MVE/P/000011272_14633,33139.5,S,28/12/2022,Motor,27/4/2023,0,0,0
BYO-POL-40052-MON_14637,33333.33,S,1/1/2022,Miscellaneous,30/4/2022,0,0,0
BYO-POL-40053-BUR_14638,33333.33,S,1/1/2022,Property,30/4/2022,0,0,0
BYO-POL-40055-ALL_14639,33333.33,S,1/1/2022,Property,30/4/2022,0,0,0
HRE-POL-21514-MFL_14644,22431892.79,S,1/9/2022,Motor,31/12/2022,2803986.599,0,0
HRE-POL-50649-MCP_14645,19960081.17,S,1/9/2022,Motor,31/12/2022,3493014.204,0,0
HRE/MVE/P/000009981_14646,33546.3,S,18/8/2022,Motor,17/12/2022,0,0,0
_BYO-POL-4000930-MCP__14650,33600,S,1/2/2022,Motor,31/1/2023,4200,0,0
_HRE-POL-20463-MCP__14651,33600,S,27/4/2022,Motor,26/4/2023,4032,0,0
HRE-POL-53937722-MCP_14663,33779.51,S,26/4/2022,Motor,31/7/2022,0,0,0
HRE/MVE/P/000009660_14666,33945,S,4/5/2022,Motor,3/9/2022,3394.5,0,0
HRE-POL-21128-MCP_14667,33964.38,S,4/8/2022,Motor,11/1/2023,4075.73,0,0
HRE/MVE/P/000009538_14670,34026.3,S,3/4/2022,Motor,2/8/2022,0,0,0
_HRE-POL-30057-MCP__14675,34045,S,7/2/2022,Motor,6/6/2022,0,0,0
_HRE-POL-30092-ELB__14686,34495.25,S,1/2/2022,Liabilities,30/4/2022,7761.43,0,0
BYO-POL-40113-AAR_14688,34534.5,S,16/3/2022,Property,15/6/2022,7770.26,0,0
HRE/MVE/P/000009677_14689,34625.01,S,2/6/2022,Motor,1/10/2022,0,0,0
BYO-POL-40116-AAR_14691,34693.89,S,16/3/2022,Property,15/6/2022,7806.13,0,0
HRE-POL-21414-RTA_14697,34853.05,S,1/3/2022,Motor,30/6/2022,4356.63,0,0
HRE-POL-90081-MCP_14699,35000,S,21/1/2022,Motor,20/1/2023,4200,0,0
BYO/MVE/P/000009649_14701,35010,S,1/6/2022,Motor,30/9/2022,0,0,0
HRE/MVE/P/000008196_14702,35010,S,15/8/2022,Motor,14/8/2023,0,0,0
HRE-POL-21216-MCP_14708,35239.73,S,12/5/2022,Motor,31/1/2023,4228.77,0,0
HRE-POL-40218490-MFL_14713,35522.26,S,4/2/2022,Motor,31/12/2022,4262.67,0,0
HRE-POL-40218491-MFL_14714,35522.26,S,4/2/2022,Motor,31/12/2022,4262.67,0,0
HRE-POL-21145-DCO_14723,36000,S,30/6/2022,Property,29/6/2023,7200,0,0
HRE/DOM/P/000009399_14724,36000,S,22/2/2022,Property,21/2/2023,7200,0,0
HRE/DOM/P/000009955_14725,36000,S,25/8/2022,Property,24/8/2023,7200,0,0
HRE-POL-30290-ELB_14737,36220,S,1/5/2022,Liabilities,31/7/2022,8149.5,0,0
BYO/MVE/P/000011371_14743,36708.45,S,9/12/2022,Motor,31/7/2023,0,0,0
BYO-POL-90148-RTA_14745,36780,S,2/11/2022,Motor,6/3/2023,4597.5,0,0
BYO-POL-40099-RTA_14747,36780,S,1/11/2022,Motor,31/3/2023,4597.5,0,0
HRE-POL-21449-RTA_14748,36780,S,1/10/2022,Motor,31/1/2023,4597.5,0,0
MTR/MVE/P/000010389_14749,36780,S,14/10/2022,Motor,13/2/2023,0,0,0
BYO/MVE/P/000010443_14750,36780,S,10/10/2022,Motor,9/2/2023,1839,0,0
HRE/MVE/P/000010449_14751,36780,S,5/10/2022,Motor,9/2/2023,0,0,0
HRE/MVE/P/000010542_14752,36780,S,1/11/2022,Motor,30/6/2023,0,0,0
HRE/MVE/P/000010570_14753,36780,S,12/10/2022,Motor,7/2/2023,0,0,0
MTR/MVE/P/000010585_14754,36780,S,6/10/2022,Motor,5/2/2023,0,0,0
HRE/MVE/P/000010640_14755,36780,S,4/10/2022,Motor,3/10/2023,0,0,0
HRE/MVE/P/000010644_14756,36780,S,8/10/2022,Motor,7/2/2023,0,0,0
MTR-POL-40039-GPA_14760,36854.78,S,1/1/2022,Miscellaneous,31/3/2022,8292.33,0,0
HRE/DOM/P/000010017_14766,36960.67,S,19/8/2022,Property,18/8/2023,7392.13,0,0
_MTR-POL-41085-MCP__14769,37056.4,S,19/3/2022,Motor,18/7/2022,0,0,0
HRE/MVE/P/000009835_14771,37080,S,1/7/2022,Motor,28/2/2023,0,0,0
HRE/MVE/P/000010107_14772,37080,S,1/8/2022,Motor,30/11/2022,0,0,0
HRE-POL-50055-MAR_14775,37142.85,S,27/1/2022,Transport,26/5/2022,8357.14,0,0
HRE-POL-53937634-MAR_14778,37333.33,S,1/2/2022,Transport,31/5/2022,8400,0,0
BYO/MVE/P/000010732_14779,37333.33,S,1/11/2022,Motor,28/2/2023,4666.67,0,0
BYO-POL-90152-RTA_14780,37334.22,S,26/11/2022,Motor,31/7/2023,4666.78,0,0
HRE-POL-10068451-BBB_14786,18517172.18,S,1/8/2022,Guarantees,31/10/2022,4166363.74,0,0
HRE-POL-10077-BBB_14787,24009553.88,S,1/11/2022,Guarantees,31/1/2023,5402149.622,0,0
_HRE-POL-20369-MAT__14791,37740,S,1/3/2022,Property,28/2/2023,0,0,0
HRE/MVE/P/000010603_14792,37771.2,S,28/10/2022,Motor,27/2/2023,0,0,0
HRE/MVE/P/000010658_14793,37771.2,S,31/10/2022,Motor,27/2/2023,0,0,0
MTR/MVE/P/000010710_14794,37771.2,S,14/11/2022,Motor,29/4/2023,0,0,0
HRE/MVE/P/000010848_14795,37771.2,S,27/11/2022,Motor,26/11/2023,0,0,0
HRE/MVE/P/000010853_14796,37771.2,S,18/11/2022,Motor,17/3/2023,0,0,0
BYO/MVE/P/000011262_14797,37771.2,S,11/11/2022,Motor,10/3/2023,0,0,0
HRE-POL-21336-BBB_14801,37808,S,23/12/2022,Guarantees,31/12/2022,3780.8,0,0
HRE-POL-21215-MCP_14804,37828.77,S,13/5/2022,Motor,31/1/2023,4539.45,0,0
HRE/MVE/P/000010799_14813,38172.6,S,15/11/2022,Motor,14/3/2023,0,0,0
HRE/MVE/P/000011129_14814,38172.6,S,10/12/2022,Motor,9/4/2023,0,0,0
HRE/MVE/P/000011130_14815,38172.6,S,10/12/2022,Motor,31/8/2023,0,0,0
HRE/MVE/P/000011155_14816,38172.6,S,2/12/2022,Motor,1/4/2023,0,0,0
HRE/MVE/P/000011307_14817,38172.6,S,4/12/2022,Motor,3/8/2023,0,0,0
HRE/MVE/P/000011309_14818,38172.6,S,4/12/2022,Motor,3/8/2023,0,0,0
BYO/MVE/P/000011359_14819,38172.6,S,16/11/2022,Motor,23/3/2023,0,0,0
BYO/MVE/P/000011364_14820,38172.6,S,24/11/2022,Motor,23/3/2023,0,0,0
HRE/MVE/P/000011387_14821,38172.6,S,19/12/2022,Motor,18/4/2023,0,0,0
HRE/ENG/P/000009429_14825,38511.45,S,29/3/2022,Engineering,28/3/2023,7702.29,0,0
HRE/MVE/P/000010207_14826,38560,S,21/9/2022,Motor,20/9/2023,4627.2,0,0
MTR-POL-41058-GPA_14828,38744.38,S,1/2/2022,Miscellaneous,31/5/2022,8717.49,0,0
HRE-POL-10063-BBB_14829,19134411.25,S,1/8/2022,Guarantees,31/10/2022,4305242.531,0,0
HRE-POL-10070-BBB_14830,24809872.34,S,1/11/2022,Guarantees,31/1/2023,5582221.276,0,0
HRE/DOM/P/000011273_14831,38759.5,S,6/12/2022,Property,5/12/2023,7751.9,0,0
HRE-POL-20722-_14836,15827736.1,S,1/6/2022,Miscellaneous,31/5/2023,3561240.622,0,0
BYO/MVE/P/000009611_14837,39030,S,29/4/2022,Motor,28/8/2022,0,0,0
BYO-POL-90102-RTA_14844,39420,S,12/6/2022,Motor,31/10/2022,4927.5,0,0
MTR/MVE/P/000009635_14845,39420,S,5/6/2022,Motor,4/6/2023,0,0,0
HRE-POL-21185-DCO_14849,39714.29,S,30/5/2022,Property,29/8/2022,8935.72,0,0
HRE/MVE/P/000011151_14850,39767.4,S,14/12/2022,Motor,13/4/2023,0,0,0
HRE/MVE/P/000011271_14851,39767.4,S,28/12/2022,Motor,27/4/2023,0,0,0
MTR/MVE/P/000011322_14852,39767.4,S,20/12/2022,Motor,19/4/2023,0,0,0
HRE/MVE/P/000005065_14853,39767.4,S,20/12/2022,Motor,19/8/2023,1988.37,0,0
HRE-POL-20985-DCO_14862,40000,S,29/8/2022,Property,28/12/2022,8000,0,0
HRE/MTP/P/000009734_14863,40000,S,1/7/2022,Miscellaneous,30/6/2023,8000,0,0
HRE/MVE/P/000010336_14872,40166,S,21/9/2022,Motor,20/1/2023,0,0,0
BYO-POL-40118-MCP_14877,40500,S,1/11/2022,Motor,28/2/2023,5062.5,0,0
MTR/MVE/P/000010223_14882,40765.31,S,22/9/2022,Motor,31/8/2023,0,0,0
_HRE-POL-90108-MAR__14883,40791.33,S,11/2/2022,Transport,10/6/2022,7138.48,0,0
MTR/MVE/P/000002127_14884,40860,S,1/6/2022,Motor,30/9/2022,876,0,0
HRE/MVE/P/000010615_14885,40918.8,S,28/10/2022,Motor,27/2/2023,2045.94,0,0
BYO-POL-90146-RTA_14891,41377.5,S,24/10/2022,Motor,23/4/2023,5172.19,0,0
_HRE-POL-20350-ELE__14892,41400,S,26/3/2022,Engineering,31/3/2023,8280,0,0
_HRE-POL-30098-HSH__14893,41400,S,1/2/2022,Property,30/4/2022,9315,0,0
HRE/MVE/P/000009459_14898,41900.8,S,18/3/2022,Motor,17/7/2022,0,0,0
HRE/DOM/P/000009507_14900,42000,S,14/4/2022,Property,13/4/2023,8400,0,0
BYO/DOM/P/000006907_14901,42000,S,13/6/2022,Property,12/6/2023,0,0,0
HRE/MVE/P/000009499_14918,43037.4,S,30/4/2022,Motor,29/8/2022,0,0,0
BYO-POL-40084-AAR_14924,43200,S,1/1/2022,Property,31/12/2022,9720,0,0
HRE/MVE/P/000010289_14927,43380,S,1/9/2022,Motor,31/8/2023,0,0,0
HRE/MVE/P/000010334_14928,43380,S,7/10/2022,Motor,6/2/2023,0,0,0
HRE/MVE/P/000010341_14929,43380,S,2/9/2022,Motor,1/1/2023,0,0,0
HRE/MVE/P/000008048_14930,43380,S,7/9/2022,Motor,6/9/2023,0,0,0
BYO-POL-90039-RTA_14934,43486.46,S,1/6/2022,Motor,30/9/2022,5435.81,0,0
BYO-POL-40013-MON_14939,43750,S,1/10/2022,Miscellaneous,31/10/2022,9843.75,0,0
BYO/MVE/P/000010023_14946,44000,S,16/8/2022,Motor,15/12/2022,0,0,0
HRE-POL-21280-MCP_14956,44520,S,19/4/2022,Motor,18/4/2023,5342.4,0,0
HRE/MAT/P/000007341_14957,44550,S,1/6/2022,Property,30/9/2022,0,0,0
HRE-POL-40095-MCP_14962,45000,S,28/1/2022,Motor,27/1/2023,5400,0,0
HRE-POL-50084-DCO_14963,45000,S,3/1/2022,Property,2/1/2023,9450,0,0
MTR/MVE/P/000009504_14964,45000,S,20/4/2022,Motor,19/8/2022,1330.5,0,0
HRE/MVE/P/000007067_14965,45000,S,13/7/2022,Motor,12/11/2022,5625,0,0
BYO/MVE/P/000009935_14966,45000,S,18/7/2022,Motor,17/11/2022,4500,0,0
BYO/DOM/P/000011218_14967,45000,S,16/12/2022,Property,15/12/2023,0,0,0
HRE/DOM/P/000009772_14970,45090,S,6/4/2022,Property,5/4/2023,9018,0,0
MTR-POL-40044-CBC_14973,45369.86,S,1/1/2022,Miscellaneous,31/3/2022,10208.22,0,0
HRE-POL-21148-DCO_14976,45600,S,29/7/2022,Property,28/7/2023,9120,0,0
BYO/MVE/P/000007241_14978,45696.3,S,7/4/2022,Motor,6/8/2022,0,0,0
BYO-POL-40018-DCO_14979,45733,S,1/10/2022,Property,31/10/2022,10289.93,0,0
HRE-POL-21403-RTA_14984,45939.21,S,1/2/2022,Motor,31/5/2022,5742.4,0,0
HRE/MVE/P/000010693_14985,45975,S,13/10/2022,Motor,12/2/2023,0,0,0
_MTR-POL-41099-MCP__14986,46000,S,1/3/2022,Motor,30/6/2022,5750,0,0
BYO/MVE/P/000009932_14990,46350,S,4/7/2022,Motor,29/11/2022,0,0,0
HRE/MVE/P/000011127_14991,46350,S,1/10/2022,Motor,31/1/2023,0,0,0
_BYO-POL-40037-MFL__14993,46440.7,S,1/2/2022,Motor,31/5/2022,0,0,0
BYO-POL-40037-MFL_14994,46440.7,S,1/2/2022,Motor,31/5/2022,0,0,0
HRE-POL-10033-RTA_14995,46500,S,1/3/2022,Motor,28/2/2023,10462.5,0,0
HRE-POL-90063-MCP_15001,46666.67,S,21/1/2022,Motor,20/5/2022,0,0,0
BYO/MVE/P/000009888_15013,47079.3,S,26/7/2022,Motor,25/11/2022,0,0,0
MTR-POL-41055-ELE_15014,47243.72,S,1/2/2022,Engineering,31/5/2022,10629.84,0,0
HRE-POL-21448-RTA_15015,47310,S,1/10/2022,Motor,30/1/2023,5913.75,0,0
BYO/MVE/P/000011372_15022,47715.75,S,26/12/2022,Motor,25/4/2023,0,0,0
BYO-POL-40083-MON_15029,48000,S,1/1/2022,Miscellaneous,31/12/2022,10800,0,0
HRE-POL-21244-MCP_15030,48000,S,3/5/2022,Motor,2/5/2023,5760,0,0
BYO/MVE/P/000010490_15033,48006.3,S,30/9/2022,Motor,29/1/2023,0,0,0
HRE/MVE/P/000009856_15034,48017.75,S,15/7/2022,Motor,30/11/2022,2400.89,0,0
HRE-POL-90024-RTA_15036,48060,S,24/1/2022,Motor,23/1/2023,0,0,0
BYO/MVE/P/000006991_15042,48200,S,12/9/2022,Motor,11/1/2023,2410,0,0
HRE/MVE/P/000007190_15047,48415.08,S,22/3/2022,Motor,31/3/2023,6051.89,0,0
HRE/MVE/P/000011060_15057,48842.96,S,24/8/2022,Motor,23/12/2022,0,0,0
_HRE-POL-20368-MAT__15058,48960,S,1/3/2022,Property,28/2/2023,0,0,0
HRE-POL-21402-RTA_15059,48964.56,S,1/2/2022,Motor,31/5/2022,6120.57,0,0
HRE-POL-90075-MCP_15061,49000,S,13/1/2022,Motor,12/1/2023,0,0,0
HRE-POL-53937667-MCP_15067,49500,S,1/2/2022,Motor,31/5/2022,0,0,0
BYO-POL-40003117-AAR_15071,49670,S,13/9/2022,Property,30/9/2022,11175.75,0,0
BYO/DOM/P/000004357_15076,50000,S,24/8/2022,Property,23/8/2023,0,0,0
MTR/DOM/P/000010209_15077,50000,S,22/9/2022,Property,21/9/2023,0,0,0
MTR-POL-40050-AAR_15078,50027.87,S,1/1/2022,Property,31/1/2022,11256.27,0,0
MTR-POL-40058-AAR_15079,50027.87,S,1/3/2022,Property,31/3/2022,11256.27,0,0
MTR-POL-60022-FIG_15080,50136.99,S,1/10/2022,Miscellaneous,31/1/2023,11280.82,0,0
HRE/MVE/P/000009692_15086,50630,S,11/6/2022,Motor,10/10/2022,0,0,0
HRE/MVE/P/000011158_15090,50896.8,S,5/12/2022,Motor,4/4/2023,0,0,0
_HRE-POL-20214-MCP__15092,50959.98,S,22/3/2022,Motor,21/3/2023,6115.2,0,0
HRE-POL-53937669-MCP_15095,51244.2,S,1/2/2022,Motor,31/1/2023,6149.3,0,0
BYO-POL-40020-PA_15102,51333,S,1/10/2022,Miscellaneous,31/10/2022,11549.93,0,0
_BYO-POL-4002562-MCP__15104,51500,S,1/2/2022,Motor,28/2/2022,6437.5,0,0
